Ingredient,Strength
MITOXANTRONE HYDROCHLORIDE,EQ 25MG BASE/12.5ML
MITOXANTRONE HYDROCHLORIDE,EQ 30MG BASE/15ML
MITOMYCIN,5MG/VIAL
MIVACURIUM CHLORIDE,EQ 0.5MG BASE/ML
MIVACURIUM CHLORIDE,EQ 50MG BASE/100ML
MIVACURIUM CHLORIDE,EQ 2MG BASE/ML
INSULIN RECOMBINANT PURIFIED HUMAN,30 UNITS/ML
INSULIN RECOMBINANT PURIFIED HUMAN,70 UNITS/ML
INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,30 UNITS/ML
INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,70 UNITS/ML
MICONAZOLE,10MG/ML
CEFONICID SODIUM,EQ 1GM BASE/VIAL
CEFONICID SODIUM,EQ 1GM BASE/VIAL
CEFONICID SODIUM,EQ 2GM BASE/VIAL
CEFONICID SODIUM,EQ 10GM BASE/VIAL
CEFONICID SODIUM,EQ 500MG BASE/VIAL
MORPHINE SULFATE,4MG/ML
MORPHINE SULFATE,8MG/ML
MORPHINE SULFATE,10MG/ML
MORPHINE SULFATE,0.5MG/ML
MORPHINE SULFATE,0.5MG/ML
MORPHINE SULFATE,0.5MG/ML
MORPHINE SULFATE,1MG/ML
MORPHINE SULFATE,1MG/ML
MORPHINE SULFATE,2MG/ML
MORPHINE SULFATE,4MG/ML
MORPHINE SULFATE,8MG/ML
MORPHINE SULFATE,10MG/ML
MORPHINE SULFATE,15MG/ML
MORPHINE SULFATE,1MG/ML
MORPHINE SULFATE,5MG/ML
MORPHINE SULFATE,1MG/ML
MORPHINE SULFATE,2MG/ML
MORPHINE SULFATE,15MG/ML
MORPHINE SULFATE,0.5MG/ML
MORPHINE SULFATE,0.5MG/ML
MORPHINE SULFATE,1MG/ML
MORPHINE SULFATE,1MG/ML
MOXALACTAM DISODIUM,EQ 1GM BASE/VIAL
MOXALACTAM DISODIUM,EQ 2GM BASE/VIAL
MOXALACTAM DISODIUM,EQ 10GM BASE/VIAL
MOXALACTAM DISODIUM,EQ 250MG BASE/VIAL
MOXALACTAM DISODIUM,EQ 500MG BASE/VIAL
TECHNETIUM TC-99M SUCCIMER KIT,N/A
TECHNETIUM TC-99M PENTETATE KIT,N/A
TECHNETIUM TC-99M ETIDRONATE KIT,N/A
MECHLORETHAMINE HYDROCHLORIDE,10MG/VIAL
MITOMYCIN,5MG/VIAL
MITOMYCIN,20MG/VIAL
MITOMYCIN,5MG/VIAL
MITOMYCIN,20MG/VIAL
MITOMYCIN,40MG/VIAL
ASCORBIC ACID,10MG/ML
ASCORBIC ACID,0.006MG/ML
ASCORBIC ACID,0.5MCG/ML
ASCORBIC ACID,1.5MG/ML
ASCORBIC ACID,20 IU/ML
ASCORBIC ACID,0.04MG/ML
ASCORBIC ACID,4MG/ML
ASCORBIC ACID,0.4MG/ML
ASCORBIC ACID,0.36MG/ML
ASCORBIC ACID,0.3MG/ML
ASCORBIC ACID,330 UNITS/ML
ASCORBIC ACID,1 IU/ML
BIOTIN,10MG/ML
BIOTIN,0.006MG/ML
BIOTIN,0.5MCG/ML
BIOTIN,1.5MG/ML
BIOTIN,20 IU/ML
BIOTIN,0.04MG/ML
BIOTIN,4MG/ML
BIOTIN,0.4MG/ML
BIOTIN,0.36MG/ML
BIOTIN,0.3MG/ML
BIOTIN,330 UNITS/ML
BIOTIN,1 IU/ML
CYANOCOBALAMIN,10MG/ML
CYANOCOBALAMIN,0.006MG/ML
CYANOCOBALAMIN,0.5MCG/ML
CYANOCOBALAMIN,1.5MG/ML
CYANOCOBALAMIN,20 IU/ML
CYANOCOBALAMIN,0.04MG/ML
CYANOCOBALAMIN,4MG/ML
CYANOCOBALAMIN,0.4MG/ML
CYANOCOBALAMIN,0.36MG/ML
CYANOCOBALAMIN,0.3MG/ML
CYANOCOBALAMIN,330 UNITS/ML
CYANOCOBALAMIN,1 IU/ML
DEXPANTHENOL,10MG/ML
DEXPANTHENOL,0.006MG/ML
DEXPANTHENOL,0.5MCG/ML
DEXPANTHENOL,1.5MG/ML
DEXPANTHENOL,20 IU/ML
DEXPANTHENOL,0.04MG/ML
DEXPANTHENOL,4MG/ML
DEXPANTHENOL,0.4MG/ML
DEXPANTHENOL,0.36MG/ML
DEXPANTHENOL,0.3MG/ML
DEXPANTHENOL,330 UNITS/ML
DEXPANTHENOL,1 IU/ML
ERGOCALCIFEROL,10MG/ML
ERGOCALCIFEROL,0.006MG/ML
ERGOCALCIFEROL,0.5MCG/ML
ERGOCALCIFEROL,1.5MG/ML
ERGOCALCIFEROL,20 IU/ML
ERGOCALCIFEROL,0.04MG/ML
ERGOCALCIFEROL,4MG/ML
ERGOCALCIFEROL,0.4MG/ML
ERGOCALCIFEROL,0.36MG/ML
ERGOCALCIFEROL,0.3MG/ML
ERGOCALCIFEROL,330 UNITS/ML
ERGOCALCIFEROL,1 IU/ML
FOLIC ACID,10MG/ML
FOLIC ACID,0.006MG/ML
FOLIC ACID,0.5MCG/ML
FOLIC ACID,1.5MG/ML
FOLIC ACID,20 IU/ML
FOLIC ACID,0.04MG/ML
FOLIC ACID,4MG/ML
FOLIC ACID,0.4MG/ML
FOLIC ACID,0.36MG/ML
FOLIC ACID,0.3MG/ML
FOLIC ACID,330 UNITS/ML
FOLIC ACID,1 IU/ML
NIACINAMIDE,10MG/ML
NIACINAMIDE,0.006MG/ML
NIACINAMIDE,0.5MCG/ML
NIACINAMIDE,1.5MG/ML
NIACINAMIDE,20 IU/ML
NIACINAMIDE,0.04MG/ML
NIACINAMIDE,4MG/ML
NIACINAMIDE,0.4MG/ML
NIACINAMIDE,0.36MG/ML
NIACINAMIDE,0.3MG/ML
NIACINAMIDE,330 UNITS/ML
NIACINAMIDE,1 IU/ML
PYRIDOXINE HYDROCHLORIDE,10MG/ML
PYRIDOXINE HYDROCHLORIDE,0.006MG/ML
PYRIDOXINE HYDROCHLORIDE,0.5MCG/ML
PYRIDOXINE HYDROCHLORIDE,1.5MG/ML
PYRIDOXINE HYDROCHLORIDE,20 IU/ML
PYRIDOXINE HYDROCHLORIDE,0.04MG/ML
PYRIDOXINE HYDROCHLORIDE,4MG/ML
PYRIDOXINE HYDROCHLORIDE,0.4MG/ML
PYRIDOXINE HYDROCHLORIDE,0.36MG/ML
PYRIDOXINE HYDROCHLORIDE,0.3MG/ML
PYRIDOXINE HYDROCHLORIDE,330 UNITS/ML
PYRIDOXINE HYDROCHLORIDE,1 IU/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,10MG/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,0.006MG/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,0.5MCG/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,1.5MG/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,20 IU/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,0.04MG/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,4MG/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,0.4MG/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,0.36MG/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,0.3MG/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,330 UNITS/ML
RIBOFLAVIN 5'-PHOSPHATE SODIUM,1 IU/ML
THIAMINE HYDROCHLORIDE,10MG/ML
THIAMINE HYDROCHLORIDE,0.006MG/ML
THIAMINE HYDROCHLORIDE,0.5MCG/ML
THIAMINE HYDROCHLORIDE,1.5MG/ML
THIAMINE HYDROCHLORIDE,20 IU/ML
THIAMINE HYDROCHLORIDE,0.04MG/ML
THIAMINE HYDROCHLORIDE,4MG/ML
THIAMINE HYDROCHLORIDE,0.4MG/ML
THIAMINE HYDROCHLORIDE,0.36MG/ML
THIAMINE HYDROCHLORIDE,0.3MG/ML
THIAMINE HYDROCHLORIDE,330 UNITS/ML
THIAMINE HYDROCHLORIDE,1 IU/ML
VITAMIN A,10MG/ML
VITAMIN A,0.006MG/ML
VITAMIN A,0.5MCG/ML
VITAMIN A,1.5MG/ML
VITAMIN A,20 IU/ML
VITAMIN A,0.04MG/ML
VITAMIN A,4MG/ML
VITAMIN A,0.4MG/ML
VITAMIN A,0.36MG/ML
VITAMIN A,0.3MG/ML
VITAMIN A,330 UNITS/ML
VITAMIN A,1 IU/ML
VITAMIN E,10MG/ML
VITAMIN E,0.006MG/ML
VITAMIN E,0.5MCG/ML
VITAMIN E,1.5MG/ML
VITAMIN E,20 IU/ML
VITAMIN E,0.04MG/ML
VITAMIN E,4MG/ML
VITAMIN E,0.4MG/ML
VITAMIN E,0.36MG/ML
VITAMIN E,0.3MG/ML
VITAMIN E,330 UNITS/ML
VITAMIN E,1 IU/ML
CHLORAMPHENICOL SODIUM SUCCINATE,EQ 1GM BASE/VIAL
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,500MG/VIAL
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,500MG/VIAL
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,500MG/VIAL
HEXAFLUORENIUM BROMIDE,20MG/ML
GEMTUZUMAB OZOGAMICIN,5MG/VIAL
TECHNETIUM TC-99M TETROFOSMIN KIT,N/A
TECHNETIUM TC-99M TETROFOSMIN KIT,N/A
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 4GM BASE/VIAL
NAFCILLIN SODIUM,EQ 500MG BASE/VIAL
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 10GM BASE/VIAL
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 10GM BASE/VIAL
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 10GM BASE/VIAL
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 10GM BASE/VIAL
NAFCILLIN SODIUM,EQ 500MG BASE/VIAL
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 1.5GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 4GM BASE/VIAL
NAFCILLIN SODIUM,EQ 10GM BASE/VIAL
NAFCILLIN SODIUM,EQ 500MG BASE/VIAL
NALBUPHINE HYDROCHLORIDE,10MG/ML
NALBUPHINE HYDROCHLORIDE,20MG/ML
NALBUPHINE HYDROCHLORIDE,20MG/ML
NALBUPHINE HYDROCHLORIDE,1.5MG/ML
NALBUPHINE HYDROCHLORIDE,10MG/ML
NALBUPHINE HYDROCHLORIDE,20MG/ML
NALBUPHINE HYDROCHLORIDE,10MG/ML
NALBUPHINE HYDROCHLORIDE,10MG/ML
NALBUPHINE HYDROCHLORIDE,20MG/ML
NALBUPHINE HYDROCHLORIDE,20MG/ML
NALBUPHINE HYDROCHLORIDE,10MG/ML
NALBUPHINE HYDROCHLORIDE,10MG/ML
NALBUPHINE HYDROCHLORIDE,10MG/ML
NALBUPHINE HYDROCHLORIDE,20MG/ML
NALBUPHINE HYDROCHLORIDE,20MG/ML
NALBUPHINE HYDROCHLORIDE,20MG/ML
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 1GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/VIAL
NAFCILLIN SODIUM,EQ 10GM BASE/VIAL
NAFCILLIN SODIUM,EQ 500MG BASE/VIAL
NAFCILLIN SODIUM,EQ 2GM BASE/100ML
NAFCILLIN SODIUM,EQ 20MG BASE/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NANDROLONE DECANOATE,100MG/ML
NANDROLONE DECANOATE,200MG/ML
NANDROLONE DECANOATE,100MG/ML
NANDROLONE DECANOATE,200MG/ML
NANDROLONE DECANOATE,50MG/ML
NANDROLONE DECANOATE,50MG/ML
NANDROLONE DECANOATE,50MG/ML
NANDROLONE DECANOATE,100MG/ML
NANDROLONE DECANOATE,100MG/ML
NANDROLONE DECANOATE,200MG/ML
NANDROLONE PHENPROPIONATE,25MG/ML
NANDROLONE PHENPROPIONATE,50MG/ML
NALOXONE HYDROCHLORIDE,0.02MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,0.4MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
NALOXONE HYDROCHLORIDE,1MG/ML
ESTRONE,2MG/ML
THIOTHIXENE HYDROCHLORIDE,EQ 2MG BASE/ML
THIOTHIXENE HYDROCHLORIDE,EQ 10MG BASE/VIAL
VINORELBINE TARTRATE,EQ 10MG BASE/ML
TOBRAMYCIN SULFATE,EQ 1.2GM BASE/VIAL
TOBRAMYCIN SULFATE,EQ 10MG BASE/ML
TOBRAMYCIN SULFATE,EQ 10MG BASE/ML
TOBRAMYCIN SULFATE,EQ 10MG BASE/ML
TOBRAMYCIN SULFATE,EQ 40MG BASE/ML
PENTOBARBITAL SODIUM,50MG/ML
TECHNETIUM TC-99M DEPREOTIDE,N/A
AMINO ACIDS,6.4%
CYCLOPHOSPHAMIDE,1GM/VIAL
CYCLOPHOSPHAMIDE,2GM/VIAL
CYCLOPHOSPHAMIDE,100MG/VIAL
CYCLOPHOSPHAMIDE,200MG/VIAL
CYCLOPHOSPHAMIDE,500MG/VIAL
CYCLOPHOSPHAMIDE,1GM/VIAL
CYCLOPHOSPHAMIDE,2GM/VIAL
CYCLOPHOSPHAMIDE,100MG/VIAL
CYCLOPHOSPHAMIDE,200MG/VIAL
CYCLOPHOSPHAMIDE,500MG/VIAL
GALLIUM CITRATE GA-67,2mCi/ML
DYPHYLLINE,250MG/ML
AMINO ACIDS,5.4%
IODOHIPPURATE SODIUM I-123,1mCi/ML
CHLOROPROCAINE HYDROCHLORIDE,1%
CHLOROPROCAINE HYDROCHLORIDE,2%
CHLOROPROCAINE HYDROCHLORIDE,2%
CHLOROPROCAINE HYDROCHLORIDE,2%
CHLOROPROCAINE HYDROCHLORIDE,3%
CHLOROPROCAINE HYDROCHLORIDE,3%
NETILMICIN SULFATE,EQ 10MG BASE/ML
NETILMICIN SULFATE,EQ 25MG BASE/ML
NETILMICIN SULFATE,EQ 100MG BASE/ML
TECHNETIUM TC-99M BICISATE KIT,N/A
TRIMETREXATE GLUCURONATE,EQ 25MG BASE/VIAL
TRIMETREXATE GLUCURONATE,EQ 200MG BASE/VIAL
AMIODARONE HYDROCHLORIDE,50MG/ML
AMIODARONE HYDROCHLORIDE,150MG/100ML
AMIODARONE HYDROCHLORIDE,360MG/200ML
NICARDIPINE HYDROCHLORIDE,25MG/10ML
NICARDIPINE HYDROCHLORIDE,25MG/10ML
NICARDIPINE HYDROCHLORIDE,25MG/10ML
NICARDIPINE HYDROCHLORIDE,25MG/10ML
NICARDIPINE HYDROCHLORIDE,25MG/10ML
NICARDIPINE HYDROCHLORIDE,25MG/10ML
NICARDIPINE HYDROCHLORIDE,25MG/10ML
CISATRACURIUM BESYLATE,EQ 2MG BASE/ML
CISATRACURIUM BESYLATE,EQ 2MG BASE/ML
CISATRACURIUM BESYLATE,EQ 10MG BASE/ML
PENTOSTATIN,10MG/VIAL
SODIUM NITROPRUSSIDE,50MG/VIAL
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,10MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,10MG/100ML
NITROGLYCERIN,20MG/100ML
NITROGLYCERIN,40MG/100ML
NITROGLYCERIN,0.1MG/ML
NITROGLYCERIN,10MG/100ML
NITROGLYCERIN,20MG/100ML
NITROGLYCERIN,40MG/100ML
NITROGLYCERIN,0.8MG/ML
NITROGLYCERIN,1MG/ML
SODIUM NITROPRUSSIDE,50MG/VIAL
SODIUM NITROPRUSSIDE,50MG/VIAL
SODIUM NITROPRUSSIDE,25MG/ML
SODIUM NITROPRUSSIDE,50MG/VIAL
NITROGLYCERIN,0.8MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,5MG/ML
NITROGLYCERIN,10MG/ML
NITROGLYCERIN,10MG/ML
VECURONIUM BROMIDE,10MG/VIAL
VECURONIUM BROMIDE,20MG/VIAL
SOMATROPIN RECOMBINANT,4MG/VIAL
SOMATROPIN RECOMBINANT,5MG/1.5ML
SOMATROPIN RECOMBINANT,8MG/VIAL
SOMATROPIN RECOMBINANT,10MG/1.5ML
SOMATROPIN RECOMBINANT,15MG/1.5ML
SOMATROPIN RECOMBINANT,5MG/1.5ML
SOMATROPIN RECOMBINANT,10MG/1.5ML
SOMATROPIN RECOMBINANT,15MG/1.5ML
SOMATROPIN RECOMBINANT,30MG/3ML
SOMATROPIN RECOMBINANT,5MG/1.5ML
SOMATROPIN RECOMBINANT,10MG/1.5ML
SOMATROPIN RECOMBINANT,15MG/1.5ML
SOMATROPIN RECOMBINANT,30MG/3ML
NOREPINEPHRINE BITARTRATE,EQ 1MG BASE/ML
NOREPINEPHRINE BITARTRATE,EQ 1MG BASE/ML
NOREPINEPHRINE BITARTRATE,EQ 1MG BASE/ML
NOREPINEPHRINE BITARTRATE,EQ 1MG BASE/ML
ORPHENADRINE CITRATE,30MG/ML
ARDEPARIN SODIUM,5000 UNITS/0.5ML
ARDEPARIN SODIUM,10000 UNITS/0.5ML
LABETALOL HYDROCHLORIDE,5MG/ML
DEXTROSE,5GM/100ML
DEXTROSE,21MG/100ML
DEXTROSE,128MG/100ML
DEXTROSE,234MG/100ML
MAGNESIUM ACETATE,5GM/100ML
MAGNESIUM ACETATE,21MG/100ML
MAGNESIUM ACETATE,128MG/100ML
MAGNESIUM ACETATE,234MG/100ML
POTASSIUM ACETATE,5GM/100ML
POTASSIUM ACETATE,21MG/100ML
POTASSIUM ACETATE,128MG/100ML
POTASSIUM ACETATE,234MG/100ML
SODIUM CHLORIDE,5GM/100ML
SODIUM CHLORIDE,21MG/100ML
SODIUM CHLORIDE,128MG/100ML
SODIUM CHLORIDE,234MG/100ML
DEXTROSE,5GM/100ML
DEXTROSE,30MG/100ML
DEXTROSE,37MG/100ML
DEXTROSE,222MG/100ML
DEXTROSE,526MG/100ML
DEXTROSE,502MG/100ML
MAGNESIUM CHLORIDE,5GM/100ML
MAGNESIUM CHLORIDE,30MG/100ML
MAGNESIUM CHLORIDE,37MG/100ML
MAGNESIUM CHLORIDE,222MG/100ML
MAGNESIUM CHLORIDE,526MG/100ML
MAGNESIUM CHLORIDE,502MG/100ML
POTASSIUM CHLORIDE,5GM/100ML
POTASSIUM CHLORIDE,30MG/100ML
POTASSIUM CHLORIDE,37MG/100ML
POTASSIUM CHLORIDE,222MG/100ML
POTASSIUM CHLORIDE,526MG/100ML
POTASSIUM CHLORIDE,502MG/100ML
SODIUM ACETATE,5GM/100ML
SODIUM ACETATE,30MG/100ML
SODIUM ACETATE,37MG/100ML
SODIUM ACETATE,222MG/100ML
SODIUM ACETATE,526MG/100ML
SODIUM ACETATE,502MG/100ML
SODIUM CHLORIDE,5GM/100ML
SODIUM CHLORIDE,30MG/100ML
SODIUM CHLORIDE,37MG/100ML
SODIUM CHLORIDE,222MG/100ML
SODIUM CHLORIDE,526MG/100ML
SODIUM CHLORIDE,502MG/100ML
SODIUM GLUCONATE,5GM/100ML
SODIUM GLUCONATE,30MG/100ML
SODIUM GLUCONATE,37MG/100ML
SODIUM GLUCONATE,222MG/100ML
SODIUM GLUCONATE,526MG/100ML
SODIUM GLUCONATE,502MG/100ML
MAGNESIUM CHLORIDE,30MG/100ML
MAGNESIUM CHLORIDE,37MG/100ML
MAGNESIUM CHLORIDE,222MG/100ML
MAGNESIUM CHLORIDE,526MG/100ML
MAGNESIUM CHLORIDE,502MG/100ML
POTASSIUM CHLORIDE,30MG/100ML
POTASSIUM CHLORIDE,37MG/100ML
POTASSIUM CHLORIDE,222MG/100ML
POTASSIUM CHLORIDE,526MG/100ML
POTASSIUM CHLORIDE,502MG/100ML
SODIUM ACETATE,30MG/100ML
SODIUM ACETATE,37MG/100ML
SODIUM ACETATE,222MG/100ML
SODIUM ACETATE,526MG/100ML
SODIUM ACETATE,502MG/100ML
SODIUM CHLORIDE,30MG/100ML
SODIUM CHLORIDE,37MG/100ML
SODIUM CHLORIDE,222MG/100ML
SODIUM CHLORIDE,526MG/100ML
SODIUM CHLORIDE,502MG/100ML
SODIUM GLUCONATE,30MG/100ML
SODIUM GLUCONATE,37MG/100ML
SODIUM GLUCONATE,222MG/100ML
SODIUM GLUCONATE,526MG/100ML
SODIUM GLUCONATE,502MG/100ML
AMINO ACIDS,11.4%
AMINO ACIDS,15%
AMINO ACIDS,15%
AMINO ACIDS,8.5%
MITOXANTRONE HYDROCHLORIDE,EQ 20MG BASE/10ML
MITOXANTRONE HYDROCHLORIDE,EQ 25MG BASE/12.5ML
MITOXANTRONE HYDROCHLORIDE,EQ 30MG BASE/15ML
PROCAINE HYDROCHLORIDE,1%
PROCAINE HYDROCHLORIDE,2%
PROCAINE HYDROCHLORIDE,10%
INSULIN RECOMBINANT PURIFIED HUMAN,30 UNITS/ML
INSULIN RECOMBINANT PURIFIED HUMAN,70 UNITS/ML
INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,30 UNITS/ML
INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,70 UNITS/ML
INSULIN RECOMBINANT HUMAN,30 UNITS/ML
INSULIN RECOMBINANT HUMAN,70 UNITS/ML
INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,30 UNITS/ML
INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,70 UNITS/ML
INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN,100 UNITS/ML
INSULIN ZINC SUSP RECOMBINANT HUMAN,100 UNITS/ML
INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,100 UNITS/ML
INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,100 UNITS/ML
INSULIN RECOMBINANT PURIFIED HUMAN,100 UNITS/ML
INSULIN RECOMBINANT HUMAN,100 UNITS/ML
INSULIN SUSP ISOPHANE BEEF/PORK,40 UNITS/ML
INSULIN SUSP ISOPHANE BEEF/PORK,100 UNITS/ML
INSULIN SUSP ISOPHANE PURIFIED BEEF,100 UNITS/ML
INSULIN SUSP ISOPHANE PURIFIED PORK,100 UNITS/ML
INSULIN SUSP ISOPHANE BEEF,40 UNITS/ML
INSULIN SUSP ISOPHANE BEEF,100 UNITS/ML
INSULIN SUSP ISOPHANE PURIFIED PORK,100 UNITS/ML
NALBUPHINE HYDROCHLORIDE,10MG/ML
NALBUPHINE HYDROCHLORIDE,20MG/ML
DOXACURIUM CHLORIDE,EQ 1MG BASE/ML
SOYBEAN OIL,10%
SOYBEAN OIL,20%
SOMATROPIN RECOMBINANT,5MG/VIAL
SOMATROPIN RECOMBINANT,10MG/VIAL
SOMATROPIN RECOMBINANT,10MG/2ML
SOMATROPIN RECOMBINANT,5MG/2ML
SOMATROPIN RECOMBINANT,10MG/2ML
SOMATROPIN RECOMBINANT,20MG/2ML
SOMATROPIN RECOMBINANT,10MG/2ML
SOMATROPIN RECOMBINANT,20MG/2ML
SOMATROPIN RECOMBINANT,13.5MG/VIAL
SOMATROPIN RECOMBINANT,18MG/VIAL
SOMATROPIN RECOMBINANT,22.5MG/VIAL
ISONIAZID,100MG/ML
EPINEPHRINE,0.01MG/ML
EPINEPHRINE,2%
LIDOCAINE HYDROCHLORIDE,0.01MG/ML
LIDOCAINE HYDROCHLORIDE,2%
EPINEPHRINE,0.02MG/ML
EPINEPHRINE,2%
LIDOCAINE HYDROCHLORIDE,0.02MG/ML
LIDOCAINE HYDROCHLORIDE,2%
INDIUM IN-111 PENTETREOTIDE KIT,3mCi/ML
OCTREOTIDE ACETATE,EQ 0.2MG BASE/ML
OCTREOTIDE ACETATE,EQ 1MG BASE/ML
OCTREOTIDE ACETATE,EQ 0.2MG BASE/ML
OCTREOTIDE ACETATE,EQ 1MG BASE/ML
