Ingredient	Strength
AMIKACIN SULFATE	EQ 250MG BASE/ML
AMIKACIN SULFATE	EQ 250MG BASE/ML
AMIKACIN SULFATE	EQ 50MG BASE/ML
AMIKACIN SULFATE	EQ 250MG BASE/ML
AMIKACIN SULFATE	EQ 250MG BASE/ML
AMIKACIN SULFATE	EQ 50MG BASE/ML
AMIKACIN SULFATE	EQ 250MG BASE/ML
AMIKACIN SULFATE	EQ 50MG BASE/ML
AMIKACIN SULFATE	EQ 50MG BASE/ML
AMIKACIN SULFATE	EQ 250MG BASE/ML
AMIKACIN SULFATE	EQ 250MG BASE/ML
AMIKACIN SULFATE	EQ 500MG BASE/100ML
AMIKACIN SULFATE	EQ 50MG BASE/ML
AMIKACIN SULFATE	EQ 50MG BASE/ML
AMIKACIN SULFATE	EQ 50MG BASE/ML 
AMIKACIN SULFATE	EQ 250MG BASE/ML
AMIKACIN SULFATE	EQ 250MG BASE/ML
AMIKACIN SULFATE	EQ 250MG BASE/ML 
AMIKACIN SULFATE	EQ 5MG BASE/ML
AMIKACIN SULFATE	EQ 10MG BASE/ML
AMINO ACIDS	5.2% 
AMINO ACIDS	15%
AMINO ACIDS	15%
AMINOCAPROIC ACID	250MG/ML
AMINOCAPROIC ACID	250MG/ML
AMINOCAPROIC ACID	250MG/ML
AMINOCAPROIC ACID	250MG/ML
AMINOCAPROIC ACID	250MG/ML
AMINOHIPPURATE SODIUM	20%
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	25MG/ML
AMINOPHYLLINE	100MG/100ML
AMINOPHYLLINE	200MG/100ML
AMINOPHYLLINE	100MG/100ML
AMINOPHYLLINE	200MG/100ML
AMINOPHYLLINE	400MG/100ML
AMINOPHYLLINE	500MG/100ML
PROTEIN HYDROLYSATE	5%
AMINO ACIDS	10% 
AMINO ACIDS	10% 
AMINO ACIDS	3.5% 
AMINO ACIDS	3.5% 
AMINO ACIDS	3.5% 
AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE	3.5%;21MG/100ML;40MG/100ML;128MG/100ML;234MG/100ML
AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE	3.5%;21MG/100ML;128MG/100ML;234MG/100ML
AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE	3.5%;21MG/100ML;40MG/100ML;128MG/100ML;234MG/100ML
AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE	3.5%;21MG/100ML;40MG/100ML;128MG/100ML;234MG/100ML
AMINO ACIDS; DEXTROSE	3.5%;25GM/100ML
AMINO ACIDS; DEXTROSE	3.5%;5GM/100ML
AMINO ACIDS; DEXTROSE	4.25%;25GM/100ML
AMINO ACIDS	5% 
AMINO ACIDS	7% 
AMINO ACIDS	7% 
AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	7%;102MG/100ML;522MG/100ML;410MG/100ML
AMINO ACIDS	8.5% 
AMINO ACIDS	8.5% 
AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	8.5%;102MG/100ML;522MG/100ML;410MG/100ML
AMINO ACIDS	10% 
AMINO ACIDS	10% 
AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	10%;102MG/100ML;45MG/100ML;522MG/100ML;410MG/100ML
AMINO ACIDS	15% 
AMINO ACIDS	3.5% 
AMINO ACIDS; DEXTROSE	3.5%;25GM/100ML
AMINO ACIDS; DEXTROSE	3.5%;25GM/100ML
AMINO ACIDS; DEXTROSE	3.5%;25GM/100ML
AMINO ACIDS; DEXTROSE	3.5%;5GM/100ML
AMINO ACIDS; DEXTROSE	3.5%;5GM/100ML
AMINO ACIDS; DEXTROSE	3.5%;5GM/100ML
AMINO ACIDS	3.5% 
AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE	3.5%;30MG/100ML;97MG/100ML;120MG/100ML;49MG/100ML
AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE	3.5%;5GM/100ML;30MG/100ML;97MG/100ML;120MG/100ML;49.3MG/100ML
AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE	3.5%;5GM/100ML;30MG/100ML;97MG/100ML;120MG/100ML;49.3MG/100ML
AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE	3.5%;5GM/100ML;30MG/100ML;97MG/100ML;120MG/100ML;49.3MG/100ML
AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE	3.5%;32MG/100ML;128MG/100ML;222MG/100ML;49MG/100ML
AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	3.5%;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	3.5%;36.8MG/100ML;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	3.5%;36.8MG/100ML;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
AMINO ACIDS; DEXTROSE	4.25%;10GM/100ML
AMINO ACIDS; DEXTROSE	4.25%;10GM/100ML
AMINO ACIDS; DEXTROSE	4.25%;20GM/100ML
AMINO ACIDS; DEXTROSE	4.25%;20GM/100ML
AMINO ACIDS; DEXTROSE	4.25%;25GM/100ML
AMINO ACIDS; DEXTROSE	4.25%;25GM/100ML
AMINO ACIDS; DEXTROSE	4.25%;25GM/100ML
AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE	4.25%;10GM/100ML;30MG/100ML;97MG/100ML;120MG/100ML;49.3MG/100ML
AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE	4.25%;5GM/100ML;30MG/100ML;97MG/100ML;120MG/100ML;49.3MG/100ML
AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	4.25%;10GM/100ML;51MG/100ML;176.5MG/100ML;22.4MG/100ML;104.5MG/100ML;205MG/100ML
AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	4.25%;10GM/100ML;51MG/100ML;176.5MG/100ML;22.4MG/100ML;104.5MG/100ML;205MG/100ML
AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	4.25%;36.8MG/100ML;20GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	4.25%;36.8MG/100ML;20GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	4.25%;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	4.25%;36.8MG/100ML;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	4.25%;36.8MG/100ML;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
AMINO ACIDS	5% 
AMINO ACIDS; DEXTROSE	5%;25GM/100ML
AMINO ACIDS; DEXTROSE	5%;25GM/100ML
AMINO ACIDS; DEXTROSE	5%;25GM/100ML
AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	5%;36.8MG/100ML;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	5%;36.8MG/100ML;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
AMINO ACIDS	7% 
AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	7%;102MG/100ML;45MG/100ML;522MG/100ML;410MG/100ML
AMINO ACIDS	8.5% 
AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE	8.5%;102MG/100ML;45MG/100ML;522MG/100ML;410MG/100ML
AMINO ACIDS	7% 
AMINO ACIDS	7% 
AMINO ACIDS	8% 
AMINO ACIDS	10% 
AMINO ACIDS	7% 
AMINO ACIDS	5.2% 
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
AMIODARONE HYDROCHLORIDE	50MG/ML
METRIZAMIDE	2.5GM/VIAL
METRIZAMIDE	3.75GM/VIAL
METRIZAMIDE	6.75GM/VIAL
METRIZAMIDE	13.5GM/VIAL
AMITRIPTYLINE HYDROCHLORIDE	10MG/ML
AMMONIUM CHLORIDE	5MEQ/ML
AMMONIUM CHLORIDE	3MEQ/ML
AMMONIUM CHLORIDE	900MG/100ML
AMMONIUM CHLORIDE	40MEQ/100ML
AMMONIUM CHLORIDE	5MEQ/ML
HYALURONIDASE	150 UNITS/ML
AMPHOTERICIN B	50MG/VIAL
AMPHOTERICIN B	50MG/VIAL
AMPHOTERICIN B	50MG/VIAL
AMPHOTERICIN B	50MG/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL
AMPICILLIN SODIUM; SULBACTAM SODIUM	EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 10GM BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 125MG BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 10GM BASE/VIAL
AMPICILLIN SODIUM	EQ 125MG BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 125MG BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 10GM BASE/VIAL
AMPICILLIN SODIUM	EQ 125MG BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 10GM BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 10GM BASE/VIAL
AMPICILLIN SODIUM	EQ 125MG BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 10GM BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 10GM BASE/VIAL
AMPICILLIN SODIUM	EQ 125MG BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 10GM BASE/VIAL
AMPICILLIN SODIUM	EQ 125MG BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 10GM BASE/VIAL
AMPICILLIN SODIUM	EQ 125MG BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
AMPICILLIN SODIUM	EQ 1GM BASE/VIAL
AMPICILLIN SODIUM	EQ 2GM BASE/VIAL
AMPICILLIN SODIUM	EQ 10GM BASE/VIAL
AMPICILLIN SODIUM	EQ 125MG BASE/VIAL
AMPICILLIN SODIUM	EQ 250MG BASE/VIAL
AMPICILLIN SODIUM	EQ 500MG BASE/VIAL
INAMRINONE LACTATE	EQ 5MG BASE/ML
INAMRINONE LACTATE	EQ 5MG BASE/ML
INAMRINONE LACTATE	EQ 5MG BASE/ML
TECHNETIUM TC-99M PENTETATE KIT	N/A
TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT	N/A
CEFAZOLIN SODIUM	EQ 1GM BASE/VIAL 
CEFAZOLIN SODIUM	EQ 5GM BASE/VIAL 
CEFAZOLIN SODIUM	EQ 10GM BASE/VIAL 
CEFAZOLIN SODIUM	EQ 250MG BASE/VIAL 
CEFAZOLIN SODIUM	EQ 500MG BASE/VIAL
CEFAZOLIN SODIUM	EQ 10MG BASE/ML
CEFAZOLIN SODIUM	EQ 20MG BASE/ML
CEFAZOLIN SODIUM	EQ 10MG BASE/ML
CEFAZOLIN SODIUM	EQ 20MG BASE/ML
CEFAZOLIN SODIUM	EQ 10MG BASE/ML
CEFAZOLIN SODIUM	EQ 20MG BASE/ML
SUCCINYLCHOLINE CHLORIDE	1GM/VIAL
SUCCINYLCHOLINE CHLORIDE	20MG/ML
SUCCINYLCHOLINE CHLORIDE	50MG/ML
SUCCINYLCHOLINE CHLORIDE	500MG/VIAL
IOTHALAMATE SODIUM	80%
DIATRIZOATE MEGLUMINE	60%
DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	52%;8%
DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	66%;10%
PENTOLINIUM TARTRATE	10MG/ML
FOMEPIZOLE	1.5GM/1.5ML 
DOLASETRON MESYLATE	12.5MG/0.625ML 
DOLASETRON MESYLATE	100MG/5ML 
DOLASETRON MESYLATE	500MG/25ML 
GENTAMICIN SULFATE	EQ 10MG BASE/ML
GENTAMICIN SULFATE	EQ 40MG BASE/ML
HYDRALAZINE HYDROCHLORIDE	20MG/ML 
PHYTONADIONE	1MG/0.5ML 
PHYTONADIONE	10MG/ML 
VITAMIN A PALMITATE	EQ 50000 UNITS BASE/ML
CHLOROQUINE HYDROCHLORIDE	EQ 40MG BASE/ML
METARAMINOL BITARTRATE	EQ 10MG BASE/ML 
PIPECURONIUM BROMIDE	10MG/VIAL
PAMIDRONATE DISODIUM	30MG/VIAL 
PAMIDRONATE DISODIUM	60MG/VIAL
PAMIDRONATE DISODIUM	90MG/VIAL
MEPIVACAINE HYDROCHLORIDE	3%
LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE	0.05MG/ML;2%
TRIMETHAPHAN CAMSYLATE	50MG/ML
ARGATROBAN	250MG/2.5ML 
ARGATROBAN	50MG/50ML 
ARGATROBAN	250MG/2.5ML 
ARGATROBAN	250MG/2.5ML 
ARGATROBAN	250MG/2.5ML 
ARGATROBAN	250MG/2.5ML 
ARGATROBAN	250MG/2.5ML 
TRIAMCINOLONE DIACETATE	25MG/ML
TRIAMCINOLONE DIACETATE	40MG/ML 
TRIAMCINOLONE HEXACETONIDE	5MG/ML
TRIAMCINOLONE HEXACETONIDE	20MG/ML
ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE	4%;EQ 0.017MG BASE/1.7ML 
SOMATROPIN	10 IU/VIAL
SOMATROPIN	2 IU/VIAL
MORPHINE SULFATE	0.5MG/ML
MORPHINE SULFATE	0.5MG/ML
MORPHINE SULFATE	1MG/ML
MORPHINE SULFATE	1MG/ML
LORAZEPAM	2MG/ML
LORAZEPAM	4MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATRACURIUM BESYLATE	10MG/ML
ATROPINE	EQ 0.25MG SULFATE/0.3ML
ATROPINE	EQ 0.5MG SULFATE/0.7ML
ATROPINE	EQ 1MG SULFATE/0.7ML
ATROPINE	EQ 2MG SULFATE/0.7ML
ATROPINE	EQ 2MG SULFATE/0.7ML
ATROPINE SULFATE; MEPERIDINE HYDROCHLORIDE	0.4MG/ML;50MG/ML
ATROPINE SULFATE; MEPERIDINE HYDROCHLORIDE	0.4MG/ML;75MG/ML
ATROPINE SULFATE; MEPERIDINE HYDROCHLORIDE	0.4MG/ML;100MG/ML
AZTREONAM	1GM/VIAL
AZTREONAM	2GM/VIAL
AZTREONAM	500MG/VIAL
AZTREONAM	10MG/ML
AZTREONAM	20MG/ML
AZTREONAM	40MG/ML
AZATHIOPRINE SODIUM	EQ 100MG BASE/VIAL
AZITHROMYCIN	EQ 500MG BASE/VIAL
AZITHROMYCIN	EQ 500MG BASE/VIAL
AZITHROMYCIN	EQ 500MG BASE/VIAL
AZITHROMYCIN	EQ 500MG BASE/VIAL
AZITHROMYCIN	EQ 500MG BASE/VIAL
AZITHROMYCIN	EQ 500MG BASE/VIAL
AZITHROMYCIN	EQ 500MG BASE/VIAL
AZITHROMYCIN	EQ 500MG BASE/VIAL
